battery_id,strategy,strategy_code,model,MAE,RMSE,MaxAE,cycle200_error,cycle200_abs_error,actual_future_slope_per100,predicted_future_slope_per100,trend_sign_match
7,4_8C_80PER_4_8C,S3,strategy_template,0.006507045355999992,0.006571681864107545,0.008267460600000054,-0.008038839799999975,0.008038839799999975,-0.010193994642857371,-0.016150036923077662,True
7,4_8C_80PER_4_8C,S3,supervised_ridge,0.0008222532407479499,0.0009667360787911781,0.001826235556700806,0.001826235556700806,0.001826235556700806,-0.010193994642857371,-0.0068817453540247694,True
7,4_8C_80PER_4_8C,S3,template_individual,0.0012794440292881815,0.0013462809936256627,0.002188779321313006,-0.0019246563640966663,0.0019246563640966663,-0.010193994642857371,-0.012490619746861886,True
8,4_8C_80PER_4_8C,S3,adaptive_ensemble,0.0009223879228268395,0.001070119908776514,0.0021621807221079425,0.0019539607576863904,0.0019539607576863904,-0.01625856906976754,-0.012872712558875676,True
8,4_8C_80PER_4_8C,S3,individual_quadratic,0.000517335730662396,0.0005460448906001226,0.0009472857949366364,0.0006944338311667408,0.0006944338311667408,-0.01625856906976754,-0.0158763692083514,True
8,4_8C_80PER_4_8C,S3,local_linear,0.0007979058821428753,0.0009906080400956558,0.002160633750000085,0.001962858257142819,0.001962858257142819,-0.01625856906976754,-0.012539849285714277,True
8,4_8C_80PER_4_8C,S3,strategy_template,0.003995029426000014,0.004647153172667073,0.008305159900000025,0.008205881699999917,0.008205881699999917,-0.01625856906976754,-0.0,False
8,4_8C_80PER_4_8C,S3,supervised_ridge,0.0017800213214233308,0.002103781604489489,0.004026543928213,0.0038654312847040684,0.0038654312847040684,-0.01625856906976754,-0.008737537131005581,True
8,4_8C_80PER_4_8C,S3,template_individual,0.001245704930487781,0.001328678978477264,0.002311223121312933,0.0020916982640966086,0.0020916982640966086,-0.01625856906976754,-0.01383687065752981,True
12,5_6C_19PER_4_6C_NEWSTRUCTURE,S6,adaptive_ensemble,0.00019482319095858402,0.00023078068821877362,0.0005103623454315587,0.00043700742664087855,0.00043700742664087855,-0.004837152682926818,-0.0034362781613622214,True
12,5_6C_19PER_4_6C_NEWSTRUCTURE,S6,individual_quadratic,0.00022593174694980124,0.0002587397506391235,0.0004605054877605541,-6.49048781155015e-05,6.49048781155015e-05,-0.004837152682926818,-0.004267238151232335,True
12,5_6C_19PER_4_6C_NEWSTRUCTURE,S6,local_linear,0.00035143798145454986,0.00042603424596663106,0.0009126773090909479,0.0008490950909091355,0.0008490950909091355,-0.004837152682926818,-0.0028029618181817095,True
12,5_6C_19PER_4_6C_NEWSTRUCTURE,S6,strategy_template,0.0003627180413333342,0.00037963603627650067,0.000596715966666661,-0.0003004398833332811,0.0003004398833332811,-0.004837152682926818,-0.004414112000000081,True
12,5_6C_19PER_4_6C_NEWSTRUCTURE,S6,supervised_ridge,0.00023643023403885355,0.0002802591783051512,0.0006356785053248659,0.0005655947263778494,0.0005655947263778494,-0.004837152682926818,-0.0033716595951516744,True
12,5_6C_19PER_4_6C_NEWSTRUCTURE,S6,template_individual,0.00014906636994472367,0.00019407117795733754,0.00041955967520124204,8.528484363579114e-05,8.528484363579114e-05,-0.004837152682926818,-0.0038961639114537087,True
13,5_6C_36PER_4_3C_NEWSTRUCTURE,S7,adaptive_ensemble,0.0001327396576594553,0.00017499019363159085,0.00041006781012342675,-9.637285797392536e-06,9.637285797392536e-06,-0.004157203571428633,-0.0034306115053401205,True
13,5_6C_36PER_4_3C_NEWSTRUCTURE,S7,individual_quadratic,0.00047294564392200036,0.0004858079387088617,0.0006983116137344592,-0.0006458177758541517,0.0006458177758541517,-0.004157203571428633,-0.0044391269593239725,True
13,5_6C_36PER_4_3C_NEWSTRUCTURE,S7,local_linear,0.0002823267152500164,0.00032260083344870706,0.0007086645083334009,0.0005412013916666902,0.0005412013916666902,-0.004157203571428633,-0.0025254404166665427,True
