battery_id,model,cutoff,fit_success,fit_status,fit_rmse,eol_cycle,parameters_json
12,exponential,200,True,ok,0.0002393500992,734.345446,"[0.9998291575734154, 0.0023382599652925023, 0.6073012545009415]"
13,linear,100,True,no_crossing_within_5000,0.0003336980718,,"[0.9999611279688615, 0.0014786801825247286]"
13,linear,150,True,no_crossing_within_5000,0.000340157928,,"[1.0002337253295042, 0.002028321342747969]"
13,linear,200,True,no_crossing_within_5000,0.0003481284954,,"[1.000476871120063, 0.0023647963372671176]"
13,quadratic,100,True,ok,0.0002454991108,1143.854064,"[0.9997253852857007, 1.0766152587898849e-13, 0.0015264831980960566]"
13,quadratic,150,True,ok,0.0002165042171,1245.133551,"[0.9996447353338836, 8.051151814306913e-13, 0.0012877334915612955]"
13,quadratic,200,True,ok,0.0001955754414,1473.731023,"[0.9997499549968922, 0.0005019737093446061, 0.0008856471610383403]"
13,power,100,True,ok,0.0002206068586,532.8621367,"[0.9996200166875796, 0.00158916078373643, 2.8887879375665597]"
13,power,150,True,ok,0.0002172881287,1349.608839,"[0.999670110278207, 0.0013267904114871822, 1.9266461565793762]"
13,power,200,True,ok,0.0001875296812,1861.238386,"[0.9997195508711776, 0.001371550815129108, 1.7035795162124936]"
13,exponential,100,True,ok,0.0002404552639,258.0792171,"[0.9996783264751488, 8.67057850143208e-05, 2.999999999340992]"
13,exponential,150,True,ok,0.0002412540527,488.7512699,"[0.9997872082044433, 0.0006316957413021256, 1.1784638677235073]"
13,exponential,200,True,ok,0.0002122422891,692.834024,"[0.9998972576634914, 0.0015285825887447744, 0.704509335935851]"
15,linear,100,True,no_crossing_within_5000,0.0003621810759,,"[1.000050980413786, 0.0017276748928198081]"
15,linear,150,True,no_crossing_within_5000,0.0004168898846,,"[1.0004462877056643, 0.002527782620782525]"
15,linear,200,True,no_crossing_within_5000,0.0005253553488,,"[1.0008971709385794, 0.0031843709548731412]"
15,quadratic,100,True,ok,0.0002567699664,1064.809044,"[0.9997622607572957, 1.649105953235948e-12, 0.0017618542642960932]"
15,quadratic,150,True,ok,0.000222184882,1108.521201,"[0.9997185926364038, 2.5439362570987514e-10, 0.0016252885797798484]"
15,quadratic,200,True,ok,0.000200759658,1154.221977,"[0.9996900276190905, 7.211181151778614e-05, 0.0014926697348699525]"
15,power,100,True,ok,0.0002244057266,497.4337983,"[0.9996341114302851, 0.0018310071399191107, 2.924417267052006]"
15,power,150,True,ok,0.0002195813754,1036.371042,"[0.9996902903624134, 0.0015810002568514608, 2.0693189661382756]"
15,power,200,True,ok,0.0002006549796,1240.248693,"[0.9997242958734449, 0.0016211481142510847, 1.9118348618443053]"
15,exponential,100,True,ok,0.0002468363794,253.2221064,"[0.9997093072169488, 0.0001003292405526475, 2.99999999999587]"
15,exponential,150,True,ok,0.0002503005185,433.038669,"[0.9998363125273411, 0.0005997186491053655, 1.342094879050845]"
15,exponential,200,True,ok,0.0002442616932,570.1803234,"[0.9999814990799314, 0.001361290703088629, 0.8763149789170958]"
17,linear,100,True,no_crossing_within_5000,0.0005030180411,,"[0.9997573464116715, 0.0006038245805369296]"
17,linear,150,True,no_crossing_within_5000,0.0004457998875,,"[0.9999362131900986, 0.0009593405521233582]"
17,linear,200,True,no_crossing_within_5000,0.0004256531806,,"[1.000106491583025, 0.0012148831409187965]"
17,quadratic,100,True,ok,0.0004784844949,1663.345208,"[0.9996941861468313, 2.518176104679534e-10, 0.0007217729951725157]"
17,quadratic,150,True,ok,0.0003873838366,1812.003265,"[0.9996534551807001, 5.018922199630401e-10, 0.0006080773947630953]"
17,quadratic,200,True,ok,0.0003342825065,1872.102173,"[0.9996238571307028, 2.4693876133655967e-07, 0.0005695649953694574]"
17,power,100,True,ok,0.0004626405253,634.2861359,"[0.9996433624199209, 0.0007823466356309184, 2.999999999999967]"
17,power,150,True,ok,0.0003847022796,1592.386289,"[0.999635578896704, 0.000581503638253043, 2.1094703383180593]"
17,power,200,True,ok,0.0003387245506,2202.138262,"[0.999664444869862, 0.0006273393529635718, 1.8638033286309628]"
17,exponential,100,True,ok,0.0004713847454,282.228232,"[0.9996754249125743, 4.200597398389444e-05, 2.9999999981625343]"
17,exponential,150,True,ok,0.0003966015367,500.1346249,"[0.9996903078090255, 0.00021316738441639677, 1.3683340175153977]"
17,exponential,200,True,ok,0.00035665559,712.7090268,"[0.9997686357513729, 0.0005862622059120603, 0.8185778772474309]"
18,linear,100,True,no_crossing_within_5000,0.0006115927863,,"[0.9998332629832354, 0.0008124608261220018]"
18,linear,150,True,no_crossing_within_5000,0.0006505018559,,"[1.0004241502488993, 0.002010794745322632]"
18,linear,200,True,no_crossing_within_5000,0.0006943397513,,"[1.0009055230388195, 0.0026936248460281446]"
18,quadratic,100,True,ok,0.0005749365526,1379.255746,"[0.9997793064196266, 5.185630803011876e-24, 0.0010501731174848263]"
18,quadratic,150,True,ok,0.0004842522854,1234.731257,"[0.9998629728473617, 4.431810158300606e-15, 0.0013109540164635465]"
18,quadratic,200,True,ok,0.0004180230235,1258.911972,"[0.9998176842115165, 8.856863358447234e-11, 0.0012607912663639372]"
18,power,100,True,ok,0.000546702732,552.3560792,"[0.9997235174807811, 0.0011851458323237354, 2.999999997149545]"
18,power,150,True,ok,0.0004499792646,790.4609015,"[0.9997128444875548, 0.001070468101828974, 2.5291033010427975]"
