battery_id,strategy,strategy_code,penalty,prior_source,prior_peer_n,prior_d1,prior_d2,fitted_a,fitted_d1,fitted_d2,early_fit_rmse,future_MAE,future_RMSE,future_MaxAE,cycle200_error,selected
6,80PER_3_6C,S2,10.0,same_strategy_peer_distribution,1,0.010397532520962332,0.002899715124367346,1.0081190420141393,0.010317211933463438,0.0028547029005794224,0.005518973351259766,0.013779479210350776,0.01395845856044615,0.017513997890037603,-0.01693322535510544,False
7,4_8C_80PER_4_8C,S3,0.0,same_strategy_peer_distribution,1,6.516065541681806e-10,0.004703708935309259,0.9992003383844928,5.640208169436546e-17,0.001678723436960162,0.0007661170296048327,0.0017659142537272876,0.0019402862913000113,0.0031062968366520893,0.0031062968366520893,True
7,4_8C_80PER_4_8C,S3,0.01,same_strategy_peer_distribution,1,6.516065541681806e-10,0.004703708935309259,0.9996663046937435,1.8613510503802743e-22,0.002292211166091153,0.0008716964972155785,0.00046431792288514684,0.0005660949054882462,0.0011183122293788594,0.0011183122293788594,False
7,4_8C_80PER_4_8C,S3,0.03,same_strategy_peer_distribution,1,6.516065541681806e-10,0.004703708935309259,1.0001485897712645,1.0979473868220597e-18,0.0029269286180131364,0.0011400571097224892,0.0010461784899014925,0.0010616063935028834,0.0013641822938491588,-0.0009382725007880399,False
7,4_8C_80PER_4_8C,S3,0.1,same_strategy_peer_distribution,1,6.516065541681806e-10,0.004703708935309259,1.0008308109798123,1.206215549241018e-22,0.0038256505592806174,0.0016407513636833957,0.003150759212932994,0.00319059596424996,0.0041214266999949345,-0.0038509390573101543,False
7,4_8C_80PER_4_8C,S3,0.3,same_strategy_peer_distribution,1,6.516065541681806e-10,0.004703708935309259,1.0012487301553807,6.5820195142871306e-21,0.004377427025256205,0.00197776231163531,0.004443816091884953,0.004510085670530289,0.0058885975073363905,-0.005640125745644098,False
7,4_8C_80PER_4_8C,S3,1.0,same_strategy_peer_distribution,1,6.516065541681806e-10,0.004703708935309259,1.0014206476717096,2.0681910777180857e-18,0.004604805222780082,0.0021200911943527767,0.004976964259348036,0.005054649189463415,0.006617120391021913,-0.006377721019410809,False
7,4_8C_80PER_4_8C,S3,3.0,same_strategy_peer_distribution,1,6.516065541681806e-10,0.004703708935309259,1.0014704740488598,1.3481509610710651e-33,0.004670755488716094,0.0021616586006546,0.005131639764325486,0.005212670270185363,0.006828463662004847,-0.006591695706004597,False
7,4_8C_80PER_4_8C,S3,10.0,same_strategy_peer_distribution,1,6.516065541681806e-10,0.004703708935309259,1.0014879014129694,7.703719777548943e-34,0.004693827906721618,0.002176228312753344,0.005185756507588337,0.005267960578235695,0.0069024053804389585,-0.006666558013917134,False
8,4_8C_80PER_4_8C,S3,0.0,same_strategy_peer_distribution,1,2.362697053671679e-09,0.002471059306981637,0.9999074058129691,2.477798598397767e-12,0.00433812992820033,0.0005523388951638111,0.0008252267164662985,0.0008634802784580382,0.0014239891793721426,0.0011785207952121901,True
8,4_8C_80PER_4_8C,S3,0.01,same_strategy_peer_distribution,1,2.362697053671679e-09,0.002471059306981637,1.0000098707362468,0.0015969505371725085,0.002881681644062101,0.000773652704726011,0.0024528873373355544,0.0026519065909510506,0.004116203388623174,0.0039128777856533015,False
